,longitude,latitude,avg_d_kbps,avg_u_kbps,avg_lat_ms,avg_lat_ms,devices
5394397,99.75311279296874,6.328947924689966,426097,130465,7,7,1
5394398,99.73663330078125,6.3234882105008605,181944,65283,12,12,7
5394399,99.74212646484376,6.3234882105008605,307195,101268,12,12,2
5394400,99.73663330078125,6.3180284386584455,246342,74032,9,9,5
5394401,99.75311279296875,6.3234882105008605,242962,58306,11,11,5
5394402,99.74761962890625,6.3180284386584455,51668,64187,12,12,2
5394403,99.79156494140626,6.3999189404218155,42599,15545,14,14,2
5394404,99.78057861328125,6.3890009616497245,134426,49523,13,13,8
5394405,99.78057861328125,6.38354188487813,299496,84748,10,10,2
5394406,99.77508544921874,6.378082749914755,213449,58495,16,16,4
5394407,99.75860595703125,6.367164305608401,155098,52598,15,15,2
5394408,99.75860595703126,6.36170499636332,28180,28916,13,13,2
5394409,99.77508544921876,6.367164305608401,228549,294326,13,13,5
5394410,99.78057861328125,6.36170499636332,139194,47795,13,13,10
5394411,99.78607177734375,6.36170499636332,296436,81255,12,12,2
5394412,99.79156494140624,6.367164305608401,28571,29391,17,17,1
5394413,99.79156494140625,6.36170499636332,61445,19341,10,10,1
5394414,99.75860595703125,6.35624562912223,285319,53485,11,11,1
5394415,99.75860595703126,6.35078620393408,207684,53375,12,12,11
5394416,99.76409912109376,6.35078620393408,167746,50088,16,16,7
5394417,99.77508544921876,6.35624562912223,119926,42297,19,19,4
5394418,99.76959228515625,6.35078620393408,283910,84553,40,40,7
5394419,99.77508544921875,6.35078620393408,147977,46657,11,11,5
5394420,99.75860595703125,6.345326720847821,58140,25973,28,28,2
5394421,99.76409912109375,6.345326720847821,44579,28571,9,9,3
5394422,99.75860595703125,6.339867179912409,142354,73603,9,9,4
5394423,99.76409912109375,6.339867179912409,72262,56101,9,9,3
5394424,99.76959228515625,6.339867179912409,162298,45604,90,90,2
5394425,99.77508544921874,6.339867179912409,136043,35958,13,13,2
5394426,99.78057861328125,6.35624562912223,103616,53826,15,15,1
5394427,99.78607177734375,6.35624562912223,59072,53887,10,10,2
5394428,99.78057861328125,6.35078620393408,171072,54489,11,11,3
5394429,99.78607177734375,6.35078620393408,209471,73647,9,9,3
5394430,99.79156494140624,6.35624562912223,225259,69335,10,10,3
5394431,99.79156494140625,6.35078620393408,155273,53842,13,13,2
5394432,99.78607177734375,6.339867179912409,319351,53497,11,11,1
5394433,99.79705810546874,6.345326720847821,51233,51444,10,10,2
5394434,99.79705810546876,6.339867179912409,92613,76709,8,8,1
5394435,99.75860595703124,6.334407581176805,180038,82520,13,13,5
5394436,99.76409912109375,6.334407581176805,67384,50397,8,8,2
5394437,99.75860595703125,6.328947924689966,207297,50390,17,17,2
5394438,99.76409912109375,6.328947924689966,157184,68250,9,9,2
5394439,99.76959228515626,6.328947924689966,96225,61319,12,12,6
5394440,99.77508544921874,6.328947924689966,85438,43803,79,79,3
5394441,99.78057861328125,6.334407581176805,239703,40985,12,12,3
5394442,99.78057861328126,6.328947924689966,99697,48146,14,14,1
5394443,99.78607177734376,6.328947924689966,152315,49112,13,13,3
5394444,99.78057861328125,6.3234882105008605,204696,69752,12,12,5
5394445,99.78607177734374,6.3234882105008605,201962,54735,10,10,6
5394446,99.78607177734375,6.3180284386584455,66895,25974,11,11,1
5394447,99.79156494140624,6.3234882105008605,61494,63895,11,11,3
5394448,99.79705810546875,6.3234882105008605,114673,40572,11,11,6
5394449,99.80255126953124,6.35078620393408,209587,53951,10,10,2
5394450,99.80804443359374,6.35078620393408,310163,46728,12,12,1
5394451,99.80804443359375,6.345326720847821,100189,42066,15,15,16
5394452,99.80804443359375,6.339867179912409,206541,61405,12,12,8
5394453,99.81353759765625,6.345326720847821,493535,103306,7,7,1
5394454,99.81353759765625,6.339867179912409,253736,70321,12,12,7
5394455,99.81903076171875,6.339867179912409,104245,46429,23,23,9
5394456,99.83551025390626,6.35078620393408,28662,55390,14,14,1
5394457,99.82452392578125,6.345326720847821,49758,29414,12,12,3
5394458,99.83001708984374,6.345326720847821,142008,63254,10,10,10
5394459,99.82452392578125,6.339867179912409,194221,81191,12,12,26
5394460,99.83001708984374,6.339867179912409,122186,90516,11,11,3
5394461,99.84100341796875,6.339867179912409,352170,107187,8,8,1
5394462,99.81353759765624,6.334407581176805,267024,84246,11,11,18
5394463,99.81903076171876,6.334407581176805,86214,47584,10,10,8
5394464,99.81353759765625,6.328947924689966,157656,67362,11,11,28
5394465,99.81903076171875,6.328947924689966,258222,80398,10,10,17
5394466,99.80255126953126,6.3234882105008605,145396,64413,14,14,1
5394467,99.80255126953125,6.3180284386584455,123300,34538,18,18,2
5394469,99.82452392578125,6.334407581176805,157347,53763,13,13,33
5394470,99.83001708984375,6.334407581176805,256920,71364,11,11,11
5394471,99.82452392578124,6.328947924689966,160771,73267,11,11,5
5394472,99.83001708984375,6.328947924689966,248985,86373,10,10,5
5394473,99.84100341796876,6.334407581176805,418319,104402,8,8,3
5394474,99.83551025390625,6.328947924689966,85550,37871,18,18,32
5394475,99.84100341796876,6.328947924689966,70130,35691,12,12,42
5394480,99.72015380859375,6.30710872220959,127891,80363,12,12,2
5394481,99.72564697265625,6.312568609211696,105140,55573,11,11,5
5394482,99.73114013671875,6.312568609211696,246666,146100,10,10,9
5394483,99.72564697265624,6.30710872220959,299035,198434,9,9,3
5394486,99.72564697265625,6.30164877770109,139094,59984,12,12,9
5394487,99.73114013671874,6.30164877770109,301931,90328,8,8,2
5394488,99.72564697265625,6.29618877573517,156064,74682,22,22,28
5394489,99.73114013671875,6.29618877573517,65528,29936,41,41,13
5394490,99.73663330078124,6.312568609211696,109221,77788,11,11,3
5394491,99.74212646484375,6.312568609211696,43546,31803,8,8,2
5394492,99.73663330078124,6.30710872220959,158981,50716,14,14,3
5394493,99.75311279296875,6.312568609211696,50114,54442,7,7,1
5394494,99.73663330078125,6.30164877770109,153433,46891,11,11,3
5394495,99.74212646484374,6.30164877770109,310521,46013,13,13,1
5394496,99.73663330078124,6.29618877573517,185646,74416,12,12,12
5394497,99.74212646484374,6.29618877573517,137813,47887,12,12,4
5394498,99.72564697265625,6.290728716360821,63185,39130,16,16,61
5394499,99.73114013671874,6.290728716360821,150912,110126,13,13,32
5394501,99.73114013671876,6.28526859962702,113828,84523,14,14,80
5394502,99.73114013671875,6.279808425582751,83680,44952,12,12,43
5394503,99.73114013671875,6.274348194276991,94654,64469,11,11,30
5394504,99.73663330078126,6.290728716360821,225531,146058,10,10,11
5394505,99.74212646484375,6.290728716360821,89224,33147,10,10,8
5394506,99.73663330078125,6.28526859962702,313799,220709,10,10,6
5394507,99.74212646484375,6.28526859962702,21276,22170,11,11,2
5394508,99.75311279296875,6.290728716360821,79097,51211,10,10,1
5394509,99.74761962890625,6.28526859962702,269834,56191,10,10,1
5394510,99.73663330078125,6.279808425582751,124915,102975,10,10,16
5394511,99.74212646484374,6.279808425582751,21337,3661,9,9,1
5394512,99.73663330078125,6.274348194276991,106390,66856,11,11,20
5394513,99.74761962890625,6.279808425582751,78964,119212,10,10,1
5394514,99.73114013671874,6.26888790575874,75785,84737,10,10,4
5394515,99.73663330078125,6.26888790575874,28659,31063,7,7,2
5394519,99.75860595703125,6.29618877573517,339185,98449,9,9,3
5394520,99.76959228515624,6.30164877770109,7337,920,15,15,1
5394523,99.75860595703124,6.290728716360821,91887,36989,15,15,4
5394524,99.75860595703124,6.28526859962702,50454,24974,10,10,1
5394530,99.81903076171875,6.25250669741896,101439,106218,10,10,1
5394742,100.17608642578101,6.694614877899421,274682,227114,29,29,1
5394743,100.1870727539065,6.667335569074926,106681,52095,11,11,1
5395215,100.280456542969,6.667335569074926,6242,1445,7,7,1
5395395,100.176086425781,6.514543553942264,106279,54073,11,11,1
5395396,100.1651000976565,6.509085829082965,19757,45403,9,9,1
5395397,100.17059326171902,6.4981702014632505,101732,56847,12,12,2
5395398,100.1870727539065,6.49817020146325,35446,20070,13,13,1
5395399,100.192565917969,6.492712298800594,66001,38439,6,6,1
5395400,99.84649658203124,6.410836685839561,68762,48427,12,12,2
5395401,99.84649658203125,6.4053778423244445,317179,125197,9,9,1
5395402,99.85198974609376,6.4053778423244445,130678,50143,12,12,1
5395404,99.85198974609374,6.3999189404218155,196121,118029,8,8,3
5395405,99.86297607421874,6.3890009616497245,124762,51162,10,10,5
5395406,99.86297607421874,6.38354188487813,90220,58069,13,13,2
5395407,99.86846923828125,6.38354188487813,276310,53470,10,10,2
5395408,99.87396240234374,6.38354188487813,107750,40496,9,9,1
5395409,99.86846923828125,6.378082749914755,159715,61394,12,12,17
5395410,99.87396240234375,6.378082749914755,300512,84074,9,9,1
5395411,99.86846923828124,6.37262355680853,9775,1586,25,25,1
5395412,99.87396240234375,6.367164305608401,256119,55365,12,12,2
5395413,99.87396240234375,6.36170499636332,174272,52972,11,11,2
5395414,99.86846923828124,6.339867179912409,178419,75303,11,11,8
5395415,99.87396240234376,6.339867179912409,71740,57710,7,7,1
5395416,99.85198974609375,6.334407581176805,143638,29208,12,12,2
5395417,99.84649658203125,6.328947924689966,109178,37467,19,19,5
5395418,99.85198974609375,6.328947924689966,118009,52296,13,13,21
5395419,99.85748291015626,6.334407581176805,176282,65719,10,10,9
5395420,99.86297607421874,6.334407581176805,194244,76947,11,11,28
5395421,99.85748291015625,6.328947924689966,257524,71809,11,11,5
5395422,99.86297607421875,6.328947924689966,184812,70568,12,12,25
5395424,99.85198974609374,6.3234882105008605,131160,53011,14,14,39
5395426,99.85198974609376,6.3180284386584455,144347,75429,14,14,35
5395427,99.85748291015625,6.3234882105008605,138425,63588,12,12,10
5395428,99.86297607421876,6.3234882105008605,179695,53095,12,12,3
5395429,99.85748291015625,6.3180284386584455,194922,61285,12,12,16
5395430,99.86297607421875,6.3180284386584455,215148,70629,33,33,6
5395431,99.86846923828126,6.334407581176805,224771,47686,12,12,5
5395432,99.87396240234376,6.334407581176805,248217,63035,10,10,4
5395433,99.86846923828125,6.328947924689966,108176,62913,11,11,4
5395434,99.87396240234375,6.328947924689966,214818,54306,13,13,1
5395435,100.17059326171899,6.487254336967919,396330,77997,13,13,1
5395436,100.18157958984351,6.481796316014111,206838,94155,6,6,3
5395437,100.1870727539065,6.487254336967919,345295,103053,8,8,3
5395438,100.18707275390649,6.481796316014111,42312,52276,11,11,1
5395439,100.1815795898435,6.476338235988051,138321,25617,12,12,3
5395440,100.17608642578098,6.470880096938639,31410,10565,9,9,2
5395441,100.1815795898435,6.470880096938639,88547,38198,16,16,2
5395442,100.1870727539065,6.470880096938639,13756,11225,10,10,1
5395443,100.19256591796899,6.470880096938639,311416,52949,11,11,1
5395444,100.154113769531,6.45450532613925,92506,62070,25,25,1
5395445,100.1596069335935,6.45450532613925,6849,21855,13,13,1
5395446,100.15411376953098,6.4490469514854,45661,2597,36,36,1
5395447,100.1651000976565,6.4490469514854,99489,84331,8,8,1
5395448,100.17608642578101,6.4654218989147685,46042,45380,5,5,1
5395449,100.18157958984348,6.465421898914769,94537,102959,8,8,1
5395450,100.18707275390649,6.465421898914769,307421,51705,11,11,1
5395451,100.192565917969,6.4654218989147685,86102,76211,10,10,1
5395452,100.1870727539065,6.459963641965339,221119,56514,11,11,3
5395453,100.19256591796902,6.459963641965341,108721,41275,9,9,7
5395454,100.1815795898435,6.45450532613925,40248,6546,31,31,2
5395455,100.176086425781,6.4490469514854,208883,73160,12,12,18
5395456,100.18157958984348,6.4490469514854,171964,83744,11,11,12
5395457,100.18707275390649,6.45450532613925,134288,68201,12,12,13
5395458,100.192565917969,6.45450532613925,170012,76559,10,10,19
5395459,100.1870727539065,6.4490469514854,160883,59420,16,16,9
5395460,100.19256591796902,6.4490469514854,232186,68166,13,13,12
5395462,100.1376342773435,6.41629547091823,159725,60880,16,16,4
5395464,100.1376342773435,6.410836685839561,142736,67164,11,11,6
5395466,100.1376342773435,6.4053778423244445,168509,56489,11,11,12
5395467,100.14312744140649,6.4053778423244445,254155,62468,10,10,6
5395468,100.14862060546902,6.405377842324446,356834,64851,10,10,1
5395469,100.15411376953101,6.443588518052694,77620,54310,10,10,3
5395470,100.15411376953097,6.4381300258900405,430399,118814,6,6,3
5395471,100.15960693359348,6.43813002589004,201069,91888,10,10,2
5395472,100.1651000976565,6.443588518052694,275273,76514,9,9,6
5395473,100.170593261719,6.443588518052694,111586,54784,10,10,3
5395474,100.1651000976565,6.43813002589004,228168,58323,11,11,4
5395475,100.1596069335935,6.432671475046355,85212,57556,28,28,2
5395476,100.1596069335935,6.427212865570545,72868,44372,10,10,5
5395477,100.16510009765649,6.432671475046355,382686,120091,9,9,1
5395478,100.1651000976565,6.427212865570545,96603,55009,14,14,1
5395479,100.17059326171899,6.427212865570545,103972,54659,10,10,1
5395480,100.17608642578101,6.443588518052694,185041,119436,8,8,9
5395481,100.1815795898435,6.443588518052694,158537,85725,10,10,30
5395482,100.176086425781,6.4381300258900405,186802,68385,10,10,14
5395483,100.1815795898435,6.43813002589004,225198,164286,10,10,12
5395484,100.1870727539065,6.443588518052694,159024,63810,10,10,32
5395485,100.192565917969,6.443588518052694,136488,45259,28,28,19
5395486,100.18707275390649,6.43813002589004,237411,91143,9,9,12
5395487,100.19256591796899,6.4381300258900405,170160,65359,12,12,31
5395488,100.1815795898435,6.432671475046355,403583,515488,7,7,1
5395489,100.17608642578101,6.427212865570545,196300,120451,8,8,7
5395490,100.1815795898435,6.427212865570545,65460,37427,10,10,3
5395491,100.1870727539065,6.432671475046355,155170,67336,11,11,31
5395492,100.192565917969,6.432671475046354,205202,109473,9,9,22
5395493,100.18707275390649,6.427212865570545,305503,118635,14,14,5
5395494,100.192565917969,6.427212865570545,41102,17980,76,76,1
5395495,100.15960693359351,6.421754197511529,313905,53819,12,12,1
5395496,100.154113769531,6.41629547091823,109256,54114,17,17,1
5395497,100.16510009765652,6.421754197511529,212197,52197,13,13,3
5395498,100.17059326171902,6.41629547091823,66767,49597,11,11,3
5395499,100.15411376953098,6.405377842324446,151183,45547,10,10,2
5395500,100.1596069335935,6.4053778423244445,148512,48398,11,11,1
5395501,100.170593261719,6.41083668583956,64225,33098,7,7,4
5395502,100.1651000976565,6.4053778423244445,193342,57337,15,15,2
5395503,100.1815795898435,6.421754197511529,57772,39436,11,11,3
5395504,100.1815795898435,6.41629547091823,293845,142724,7,7,4
5395505,100.1870727539065,6.421754197511529,121687,46320,17,17,14
5395506,100.18707275390649,6.41629547091823,184666,107626,8,8,5
5395507,100.192565917969,6.41629547091823,122678,58187,13,13,18
5395508,100.17608642578101,6.41083668583956,308094,52408,10,10,1
5395509,100.18157958984348,6.410836685839561,124274,44955,11,11,11
5395510,100.176086425781,6.405377842324446,74230,61723,10,10,2
5395511,100.18157958984351,6.4053778423244445,157263,56615,10,10,19
5395512,100.1870727539065,6.410836685839561,156165,90090,18,18,3
5395513,100.192565917969,6.41083668583956,277364,144064,11,11,4
5395514,100.192565917969,6.405377842324446,261254,155496,7,7,2
5395521,100.1431274414065,6.3999189404218155,306580,52632,11,11,1
5395522,100.148620605469,6.3999189404218155,9635,1771,71,71,1
5395523,100.14312744140649,6.394459980180601,227054,114340,10,10,15
5395524,100.148620605469,6.3944599801806,240358,111361,10,10,2
5395528,100.1431274414065,6.3890009616497245,499776,102771,13,13,1
5395529,100.14862060546902,6.389000961649724,45463,22515,12,12,1
5395530,100.148620605469,6.361704996363319,191646,56769,10,10,1
5395531,100.1596069335935,6.394459980180601,290190,52516,11,11,2
5395532,100.16510009765649,6.3999189404218155,60971,43882,11,11,6
5395533,100.170593261719,6.3999189404218155,105586,52965,10,10,2
5395534,100.1651000976565,6.394459980180601,141584,71210,9,9,3
5395535,100.15411376953098,6.383541884878131,220225,60270,10,10,2
5395536,100.1815795898435,6.3999189404218155,184833,65174,7,7,7
5395537,100.176086425781,6.3944599801806,83488,39165,10,10,7
5395538,100.1815795898435,6.394459980180601,105521,36456,9,9,4
5395539,100.18707275390649,6.3999189404218155,388444,240673,17,17,8
5395540,100.192565917969,6.3999189404218155,252544,54033,10,10,1
5395541,100.192565917969,6.3944599801806,334400,129002,6,6,2
5395542,100.17608642578101,6.389000961649724,70943,49440,14,14,2
5395543,100.1815795898435,6.3890009616497245,281386,52300,9,9,1
5395544,100.18157958984351,6.38354188487813,86284,36793,15,15,1
5395545,100.15411376953098,6.378082749914755,153914,66025,10,10,1
5395546,100.1651000976565,6.36170499636332,106219,54166,10,10,1
5395547,100.170593261719,6.361704996363319,88131,52435,13,13,1
5395548,100.1815795898435,6.378082749914754,238650,39976,14,14,1
5395549,100.18157958984352,6.372623556808529,165421,55090,13,13,2
5395550,100.192565917969,6.37262355680853,51825,51474,18,18,1
5395551,100.1815795898435,6.367164305608401,250297,112342,8,8,5
5395553,100.154113769531,6.356245629122229,111127,51205,11,11,1
5395554,100.15960693359351,6.356245629122231,100630,51215,12,12,1
5395555,100.1651000976565,6.35078620393408,101325,57944,14,14,1
5395556,100.1651000976565,6.34532672084782,276770,114926,8,8,1
5395557,100.17059326171902,6.33986717991241,88063,62259,13,13,1
5395558,100.18707275390652,6.356245629122231,79638,47101,14,14,5
5395559,100.17608642578098,6.33986717991241,265946,84586,10,10,2
5395560,100.1815795898435,6.33986717991241,260366,52539,9,9,1
5395561,100.1870727539065,6.34532672084782,176531,49683,12,12,5
5395562,100.192565917969,6.345326720847821,330366,153427,9,9,6
5395563,100.1870727539065,6.33986717991241,87280,49992,9,9,2
5395564,100.19256591796902,6.33986717991241,132392,48736,12,12,10
5395566,100.1596069335935,6.334407581176806,82848,44291,14,14,6
5395567,100.16510009765652,6.334407581176806,111751,54768,15,15,1
5395568,100.16510009765649,6.328947924689964,273645,53159,13,13,2
5395569,100.16510009765652,6.3234882105008605,29174,9925,10,10,1
5395570,100.1815795898435,6.334407581176806,149982,53820,6,6,2
5395571,100.1870727539065,6.334407581176806,175573,64118,10,10,1
5395572,100.192565917969,6.334407581176804,217363,71485,10,10,10
5395573,100.1870727539065,6.328947924689964,13967,10295,18,18,1
5395574,100.192565917969,6.328947924689964,277897,80318,9,9,5
5395575,100.176086425781,6.3180284386584455,103033,53040,10,10,1
5395576,100.18157958984348,6.3180284386584455,102165,52456,11,11,1
5395577,100.1870727539065,6.3234882105008605,20966,17407,9,9,3
5395578,100.19805908203098,6.650967254594311,99122,55758,12,12,1
5395579,100.20355224609351,6.645511028529249,36528,1871,9,9,1
5395580,100.20904541015652,6.65096725459431,37122,60853,14,14,2
5395581,100.2090454101565,6.645511028529249,79775,76471,9,9,3
5395582,100.214538574219,6.645511028529249,54612,37975,12,12,1
5395583,100.22003173828101,6.650967254594311,77595,56732,12,12,2
5395584,100.2255249023435,6.65096725459431,114117,45066,13,13,3
5395585,100.22003173828098,6.645511028529249,246721,55374,10,10,4
5395586,100.2255249023435,6.645511028529249,160541,43174,12,12,3
5395587,100.23101806640652,6.65096725459431,105155,27998,11,11,3
5395588,100.2310180664065,6.645511028529249,110540,51017,10,10,1
5395589,100.20904541015649,6.640054741926439,101483,49325,11,11,4
5395590,100.21453857421899,6.640054741926439,268014,93371,10,10,7
5395591,100.21453857421902,6.634598394834695,160530,31913,16,16,2
5395592,100.220031738281,6.640054741926439,107394,54751,8,8,1
5395593,100.22552490234348,6.640054741926439,40772,24522,9,9,1
5395594,100.22003173828098,6.634598394834695,349829,111496,5,5,1
5395595,100.24749755859351,6.645511028529249,79131,57923,11,11,2
5395596,100.25848388671902,6.650967254594311,180407,129359,5,5,2
5395597,100.25299072265652,6.645511028529249,99233,53849,15,15,1
5395598,100.258483886719,6.645511028529249,251955,52148,9,9,2
5395599,100.280456542969,6.66187952491595,161743,60851,12,12,2
5395600,100.27496337890649,6.65642342007281,148029,49897,13,13,9
5395601,100.280456542969,6.650967254594311,323358,52322,9,9,1
5395602,100.280456542969,6.645511028529249,40965,14435,14,14,1
5395603,100.24749755859348,6.640054741926439,106813,51622,12,12,2
5395604,100.25848388671902,6.634598394834695,84677,45760,13,13,2
5395605,100.25848388671902,6.62914198730282,299163,54904,11,11,3
5395606,100.263977050781,6.640054741926439,137513,38990,10,10,3
5395607,100.26397705078098,6.634598394834695,139123,55915,11,11,4
5395608,100.26397705078098,6.6236855193796345,102573,56306,12,12,1
5395609,100.20355224609348,6.612772402554629,31913,17141,4,4,1
5395610,100.214538574219,6.612772402554628,325255,47410,11,11,1
5395611,100.214538574219,6.601859044750246,80411,61078,8,8,1
5395612,100.2310180664065,6.607315753750445,148749,37491,39,39,2
5395613,100.214538574219,6.59640227560286,47855,29305,11,11,5
5395614,100.24749755859348,6.612772402554629,78217,54523,10,10,2
5395615,100.280456542969,6.618228991113965,357405,121496,8,8,3
5395616,100.25848388671902,6.59640227560286,30904,62244,13,13,1
5395617,100.28594970703101,6.66187952491595,150833,50091,13,13,4
5395622,100.29144287109348,6.645511028529249,194043,53287,12,12,2
5395635,100.29144287109351,6.634598394834693,213740,46015,29,29,1
5395645,100.2090454101565,6.563660400362434,105865,54370,10,10,1
5395646,100.22003173828098,6.563660400362434,166892,70166,6,6,1
5395647,100.2255249023435,6.558203211552206,95840,47907,12,12,3
5395648,100.2310180664065,6.558203211552206,194014,53020,11,11,9
5395649,100.23651123046902,6.558203211552206,156867,60107,12,12,6
5395650,100.22552490234348,6.552745962985525,298181,70922,10,10,3
5395651,100.2310180664065,6.552745962985525,339301,93957,24,24,9
